,Bandit,Reward,Algorithm
136,3,4.090833501374243,Thompson Sampling
137,3,4.831215864884584,Thompson Sampling
138,3,4.905008644303351,Thompson Sampling
139,3,5.188164109700143,Thompson Sampling
140,3,3.61577174531506,Thompson Sampling
141,3,3.988388497855559,Thompson Sampling
142,3,3.7520650615154896,Thompson Sampling
143,3,3.0610104146808332,Thompson Sampling
144,3,0.8835263608301696,Thompson Sampling
145,3,3.5264204302597304,Thompson Sampling
146,3,5.404056439488107,Thompson Sampling
147,3,4.307710247637434,Thompson Sampling
148,3,5.465785245307025,Thompson Sampling
149,3,3.7371783922452115,Thompson Sampling
150,3,3.153573781180468,Thompson Sampling
151,3,3.5745386017448793,Thompson Sampling
152,3,4.218028262347052,Thompson Sampling
153,3,2.468678135973828,Thompson Sampling
154,3,3.1331816164625104,Thompson Sampling
155,3,3.9284730215172217,Thompson Sampling
156,3,5.078784556285034,Thompson Sampling
157,3,3.9165943366010536,Thompson Sampling
158,3,3.9068602066351934,Thompson Sampling
159,3,4.056016659690679,Thompson Sampling
160,3,4.275858094090326,Thompson Sampling
161,3,4.742224894024037,Thompson Sampling
162,3,4.783459001177226,Thompson Sampling
163,3,4.248307644257317,Thompson Sampling
164,3,3.5230796336786754,Thompson Sampling
165,3,4.143907997106702,Thompson Sampling
166,3,4.354177831284753,Thompson Sampling
167,3,2.8273837845975542,Thompson Sampling
168,3,4.8019055850164545,Thompson Sampling
169,3,5.376251084403503,Thompson Sampling
170,3,3.748528491232824,Thompson Sampling
171,3,6.032068045234503,Thompson Sampling
172,3,3.973563473455512,Thompson Sampling
173,3,3.369101233920243,Thompson Sampling
174,3,3.615279614148042,Thompson Sampling
175,3,3.0033218812126803,Thompson Sampling
176,3,3.4111897104629216,Thompson Sampling
177,3,6.243350184618362,Thompson Sampling
178,3,4.443789059543627,Thompson Sampling
179,3,2.687972397448836,Thompson Sampling
180,3,3.847452497319219,Thompson Sampling
181,3,4.480454834668336,Thompson Sampling
182,3,3.3010422865422253,Thompson Sampling
183,3,3.483739755967055,Thompson Sampling
184,3,4.7988038292658395,Thompson Sampling
185,3,4.88968778839901,Thompson Sampling
186,3,2.5756019551575893,Thompson Sampling
187,3,5.01379582941591,Thompson Sampling
188,3,4.206579708088883,Thompson Sampling
189,3,3.0238870413733085,Thompson Sampling
190,3,6.193017539347455,Thompson Sampling
191,3,2.459296137673375,Thompson Sampling
192,3,3.9841437057929587,Thompson Sampling
193,3,3.8468661649747617,Thompson Sampling
194,3,3.8910059870283105,Thompson Sampling
195,3,4.578267942015665,Thompson Sampling
196,3,2.9135772572829506,Thompson Sampling
197,3,3.2995064761567257,Thompson Sampling
198,3,3.2268890928041407,Thompson Sampling
199,3,3.3470107821904413,Thompson Sampling
200,3,5.1910033500656665,Thompson Sampling
201,3,3.507498294656058,Thompson Sampling
202,3,3.7836743232192513,Thompson Sampling
203,3,4.54617874702663,Thompson Sampling
204,3,3.983003398385129,Thompson Sampling
205,3,4.400957725160719,Thompson Sampling
206,3,2.9777422812406327,Thompson Sampling
207,3,2.9482623442646534,Thompson Sampling
208,3,3.6612510554134157,Thompson Sampling
209,3,4.689994205980067,Thompson Sampling
210,3,2.5731746657622883,Thompson Sampling
211,3,4.584308654882162,Thompson Sampling
212,3,4.039194152189835,Thompson Sampling
213,3,4.982871125152688,Thompson Sampling
214,3,3.4003817027396224,Thompson Sampling
215,3,3.3856499523675883,Thompson Sampling
216,3,5.88025762340863,Thompson Sampling
217,3,2.773454399559216,Thompson Sampling
218,3,3.871225998219223,Thompson Sampling
219,3,4.514462761670308,Thompson Sampling
220,3,1.5584623556238681,Thompson Sampling
221,3,2.9525917774506407,Thompson Sampling
222,3,3.4787839884145835,Thompson Sampling
223,3,3.866197464889867,Thompson Sampling
224,3,3.074879520469907,Thompson Sampling
225,3,2.922976910509285,Thompson Sampling
226,3,3.2562415633157396,Thompson Sampling
227,3,3.5236887056836363,Thompson Sampling
228,3,4.089694824450465,Thompson Sampling
229,3,3.0599357105131806,Thompson Sampling
230,3,2.402930636852383,Thompson Sampling
231,3,5.551052986511223,Thompson Sampling
232,3,5.482500638516518,Thompson Sampling
233,3,4.66492781886959,Thompson Sampling
234,3,2.93573386715531,Thompson Sampling
235,3,3.8099698662355155,Thompson Sampling
236,3,4.0873556951073144,Thompson Sampling
237,3,5.466484710251192,Thompson Sampling
238,3,3.3548127807840107,Thompson Sampling
239,3,4.545236807239397,Thompson Sampling
240,3,2.9915532967043763,Thompson Sampling
241,3,3.1358044918260637,Thompson Sampling
242,3,4.585796814320533,Thompson Sampling
243,3,3.7813322493915664,Thompson Sampling
244,3,4.851991715908112,Thompson Sampling
245,3,5.2839154829821435,Thompson Sampling
246,3,4.783643536178547,Thompson Sampling
247,3,3.6818861128013696,Thompson Sampling
248,3,4.7176795251451615,Thompson Sampling
249,3,3.788897425760431,Thompson Sampling
250,3,4.197987865135399,Thompson Sampling
251,3,5.65402708136007,Thompson Sampling
252,3,3.254190347447927,Thompson Sampling
253,3,3.725204966096187,Thompson Sampling
254,3,3.713498534965297,Thompson Sampling
255,3,5.378061859607946,Thompson Sampling
256,3,3.706605379713186,Thompson Sampling
257,3,3.893500774938664,Thompson Sampling
258,3,2.5485024212451064,Thompson Sampling
259,3,4.914440011638925,Thompson Sampling
260,3,3.390851278581444,Thompson Sampling
261,3,3.5002434903479163,Thompson Sampling
262,3,2.769142830777427,Thompson Sampling
263,3,4.536864892551288,Thompson Sampling
264,3,4.446466842967517,Thompson Sampling
265,3,5.156944000385991,Thompson Sampling
266,3,2.658225028814922,Thompson Sampling
267,3,3.2220952609932265,Thompson Sampling
268,3,4.2362440022778545,Thompson Sampling
269,3,3.5042547842409304,Thompson Sampling
270,3,3.7151166022224906,Thompson Sampling
271,3,3.0573630148079323,Thompson Sampling
272,3,2.567230274021214,Thompson Sampling
273,3,3.850508160852469,Thompson Sampling
274,3,2.9301058180547344,Thompson Sampling
275,3,3.7287938679442734,Thompson Sampling
276,3,4.33711275727831,Thompson Sampling
277,3,2.8044049836544644,Thompson Sampling
278,3,2.314344855111098,Thompson Sampling
279,3,1.995541019936264,Thompson Sampling
280,3,3.6856658566033893,Thompson Sampling
281,3,2.7499586827662217,Thompson Sampling
282,3,3.838239599867422,Thompson Sampling
283,3,2.840728456401192,Thompson Sampling
284,3,5.241812904484248,Thompson Sampling
285,3,4.99523876422039,Thompson Sampling
286,3,1.6948373524870721,Thompson Sampling
287,3,3.738145707266302,Thompson Sampling
288,3,3.33765101701588,Thompson Sampling
289,3,4.079334487118526,Thompson Sampling
290,3,4.485748299058176,Thompson Sampling
291,3,4.55664097589495,Thompson Sampling
292,3,4.359596862204927,Thompson Sampling
293,3,6.036354724881335,Thompson Sampling
294,3,2.8998955275170575,Thompson Sampling
295,3,3.907495896000778,Thompson Sampling
296,3,3.181493072828366,Thompson Sampling
297,3,4.761460815536906,Thompson Sampling
298,3,4.036739538101358,Thompson Sampling
299,3,3.621030775981744,Thompson Sampling
300,3,3.6110691647759605,Thompson Sampling
301,3,3.219118576539037,Thompson Sampling
302,3,4.51637926578095,Thompson Sampling
303,3,2.98097717028517,Thompson Sampling
304,3,3.64823479012273,Thompson Sampling
305,3,5.331281734949924,Thompson Sampling
306,3,3.63925066110987,Thompson Sampling
307,3,4.077671974147047,Thompson Sampling
308,3,3.1867339885126555,Thompson Sampling
309,3,3.7279084631964614,Thompson Sampling
310,3,6.29371228053725,Thompson Sampling
311,3,4.579350652736035,Thompson Sampling
312,3,4.2584497937270305,Thompson Sampling
313,3,4.442343087434064,Thompson Sampling
314,3,3.0677383822006994,Thompson Sampling
315,3,6.712336259188616,Thompson Sampling
316,3,3.156605932259201,Thompson Sampling
317,3,5.344464883498749,Thompson Sampling
318,3,3.3186391357419565,Thompson Sampling
319,3,3.5470072840013427,Thompson Sampling
320,3,3.275014036387681,Thompson Sampling
321,3,4.0616768503575456,Thompson Sampling
322,3,3.10789976561044,Thompson Sampling
323,3,3.7466985112300035,Thompson Sampling
324,3,4.278393846673951,Thompson Sampling
325,3,3.474740836701684,Thompson Sampling
326,3,3.4652486379819454,Thompson Sampling
327,3,5.201090724873934,Thompson Sampling
328,3,3.747881733518007,Thompson Sampling
329,3,4.882508070573463,Thompson Sampling
330,3,5.845481522571289,Thompson Sampling
331,3,5.415795443493136,Thompson Sampling
332,3,3.7850305978879026,Thompson Sampling
333,3,2.280061141247306,Thompson Sampling
334,3,2.3604927876574227,Thompson Sampling
335,3,3.7679683581346155,Thompson Sampling
336,3,3.4006787243747203,Thompson Sampling
337,3,3.7424859280713405,Thompson Sampling
338,3,4.704159105202028,Thompson Sampling
339,3,3.4975365001958063,Thompson Sampling
340,3,3.389211499502725,Thompson Sampling
341,3,4.55568161043792,Thompson Sampling
342,3,2.8684763070997903,Thompson Sampling
343,3,4.303589490159526,Thompson Sampling
344,3,3.5644737131600905,Thompson Sampling
345,3,3.9021672783504506,Thompson Sampling
346,3,6.135514609522135,Thompson Sampling
347,3,3.978198304238285,Thompson Sampling
348,3,5.7250693530143195,Thompson Sampling
349,3,3.8295177412207795,Thompson Sampling
350,3,5.286053919669888,Thompson Sampling
351,3,5.3992778849262315,Thompson Sampling
352,3,3.79951364725599,Thompson Sampling
353,3,4.257028625343069,Thompson Sampling
354,3,4.548135701184006,Thompson Sampling
355,3,6.419713469127077,Thompson Sampling
356,3,4.7826832731946824,Thompson Sampling
357,3,3.3432556324556004,Thompson Sampling
358,3,5.060260403437218,Thompson Sampling
359,3,2.455138958550908,Thompson Sampling
360,3,3.0440012200956694,Thompson Sampling
361,3,4.084034540601448,Thompson Sampling
362,3,2.208304240781265,Thompson Sampling
363,3,2.5911829810530387,Thompson Sampling
364,3,3.4351271298696155,Thompson Sampling
365,3,2.8761552652736944,Thompson Sampling
366,3,3.5804377148292077,Thompson Sampling
367,3,4.001129982932598,Thompson Sampling
368,3,4.369802936928543,Thompson Sampling
369,3,3.446138605001711,Thompson Sampling
370,3,3.6496041199349727,Thompson Sampling
371,3,3.8986565883638256,Thompson Sampling
372,3,1.641250341708814,Thompson Sampling
373,3,4.572055092160026,Thompson Sampling
374,3,4.381167065857352,Thompson Sampling
375,3,4.1914522361748,Thompson Sampling
376,3,3.3640331972875614,Thompson Sampling
377,3,3.7302617360469608,Thompson Sampling
378,3,3.2806351037233554,Thompson Sampling
379,3,3.717708508496764,Thompson Sampling
380,3,2.203166637604614,Thompson Sampling
381,3,3.093449217977382,Thompson Sampling
382,3,4.759591272119491,Thompson Sampling
383,3,4.423218035840348,Thompson Sampling
384,3,4.712458656977479,Thompson Sampling
385,3,3.8607084585378133,Thompson Sampling
386,3,4.291822703952376,Thompson Sampling
387,3,3.885032132485355,Thompson Sampling
388,3,3.3166302502747844,Thompson Sampling
389,3,2.8766187078708905,Thompson Sampling
390,3,5.625007403525071,Thompson Sampling
391,3,0.7302616098374979,Thompson Sampling
392,3,3.6691979236614456,Thompson Sampling
393,3,5.771336669549074,Thompson Sampling
394,3,3.857285002234284,Thompson Sampling
395,3,3.0451654027957207,Thompson Sampling
396,3,4.216315638342733,Thompson Sampling
397,3,4.677777266051279,Thompson Sampling
398,3,5.075348761949151,Thompson Sampling
399,3,3.6279083651763417,Thompson Sampling
400,3,5.269453990268521,Thompson Sampling
401,3,4.277602064197939,Thompson Sampling
402,3,5.06432037441783,Thompson Sampling
403,3,4.373633751984771,Thompson Sampling
404,3,3.916277803242733,Thompson Sampling
405,3,1.4392206072597613,Thompson Sampling
406,3,3.7579160619407923,Thompson Sampling
407,3,5.211531233901036,Thompson Sampling
408,3,4.796234565657847,Thompson Sampling
409,3,5.059430968403771,Thompson Sampling
410,3,5.004086644793389,Thompson Sampling
411,3,5.503587055779698,Thompson Sampling
412,3,3.5307093838424732,Thompson Sampling
413,3,4.8088056371693595,Thompson Sampling
414,3,3.5604856822528785,Thompson Sampling
415,3,2.049780607311956,Thompson Sampling
416,3,2.9202482082725685,Thompson Sampling
417,3,4.174834703264142,Thompson Sampling
418,3,4.381936289349764,Thompson Sampling
419,3,3.822666041641209,Thompson Sampling
420,3,3.670929311322602,Thompson Sampling
421,3,4.073599508103593,Thompson Sampling
422,3,3.6589093993759176,Thompson Sampling
423,3,3.932238054542198,Thompson Sampling
424,3,4.186462197228437,Thompson Sampling
425,3,3.2164306246014753,Thompson Sampling
426,3,4.635605316685122,Thompson Sampling
427,3,3.573993736694983,Thompson Sampling
428,3,3.5192076089482476,Thompson Sampling
429,3,4.454839972103222,Thompson Sampling
430,3,3.6693150257948277,Thompson Sampling
431,3,5.38962823773028,Thompson Sampling
432,3,2.8959501693975342,Thompson Sampling
433,3,5.594593913047198,Thompson Sampling
434,3,3.542279963837569,Thompson Sampling
435,3,3.1736996983317693,Thompson Sampling
436,3,4.9869839881410485,Thompson Sampling
437,3,4.551351780421312,Thompson Sampling
438,3,4.978702493590189,Thompson Sampling
439,3,4.641330693331085,Thompson Sampling
440,3,4.4689684228750055,Thompson Sampling
441,3,4.835777639653592,Thompson Sampling
442,3,3.7264170748675443,Thompson Sampling
443,3,3.7961803615884113,Thompson Sampling
444,3,3.5822485220429137,Thompson Sampling
445,3,2.478081909035925,Thompson Sampling
446,3,5.372417601308311,Thompson Sampling
447,3,3.0798187978766394,Thompson Sampling
448,3,4.259378259840238,Thompson Sampling
449,3,4.179809739744374,Thompson Sampling
450,3,5.817851501663672,Thompson Sampling
451,3,4.325579832235972,Thompson Sampling
452,3,4.048306286971048,Thompson Sampling
453,3,4.0650725939885115,Thompson Sampling
454,3,3.938521704388022,Thompson Sampling
455,3,4.574680987580672,Thompson Sampling
456,3,2.6071365990744875,Thompson Sampling
457,3,2.9921135147295557,Thompson Sampling
458,3,4.87997294394845,Thompson Sampling
459,3,5.930909302642597,Thompson Sampling
460,3,4.5882858814423795,Thompson Sampling
461,3,3.1589960790434115,Thompson Sampling
462,3,3.64321402272599,Thompson Sampling
463,3,3.844301007423975,Thompson Sampling
464,3,4.229602953136362,Thompson Sampling
465,3,4.087243570787092,Thompson Sampling
466,3,4.672033165736687,Thompson Sampling
467,3,3.6164369082845185,Thompson Sampling
468,3,2.5984785275306033,Thompson Sampling
469,3,2.9470702824445065,Thompson Sampling
470,3,4.976523201658643,Thompson Sampling
471,3,3.0967714397911354,Thompson Sampling
472,3,3.853056054798559,Thompson Sampling
473,3,5.177969472061712,Thompson Sampling
474,3,2.8914653247392446,Thompson Sampling
475,3,4.51536179950035,Thompson Sampling
476,3,4.84613967905236,Thompson Sampling
477,3,4.456263936051157,Thompson Sampling
478,3,2.8534642813396633,Thompson Sampling
479,3,3.154991685536092,Thompson Sampling
480,3,3.2190781441539,Thompson Sampling
481,3,4.686915069990757,Thompson Sampling
482,3,4.916062537837391,Thompson Sampling
483,3,3.7917464775014333,Thompson Sampling
484,3,3.5277021454210153,Thompson Sampling
485,3,3.2438944418488753,Thompson Sampling
486,3,4.631769925162464,Thompson Sampling
487,3,2.4565850632690944,Thompson Sampling
488,3,3.0041290757186596,Thompson Sampling
489,3,4.299941934525575,Thompson Sampling
490,3,3.39101069281809,Thompson Sampling
491,3,3.6388754469465177,Thompson Sampling
492,3,4.186074013086519,Thompson Sampling
493,3,4.101513817023702,Thompson Sampling
494,3,4.090268106002505,Thompson Sampling
495,3,4.059195552640155,Thompson Sampling
496,3,1.5190870062646442,Thompson Sampling
497,3,4.594648423968253,Thompson Sampling
498,3,2.671706931724331,Thompson Sampling
499,3,5.965136357854236,Thompson Sampling
500,3,4.261134660753975,Thompson Sampling
501,3,2.1879461928494255,Thompson Sampling
502,3,3.809257018511842,Thompson Sampling
503,3,4.215895341722926,Thompson Sampling
504,3,2.9621426843584118,Thompson Sampling
505,3,2.4399451874810003,Thompson Sampling
506,3,5.7085619447372675,Thompson Sampling
507,3,2.9157036828351295,Thompson Sampling
508,3,2.944748125612553,Thompson Sampling
509,3,4.082605820165266,Thompson Sampling
510,3,4.567632296839154,Thompson Sampling
511,3,2.6761705871461645,Thompson Sampling
512,3,4.079068672613249,Thompson Sampling
513,3,2.7526993501755834,Thompson Sampling
514,3,3.807344495076636,Thompson Sampling
515,3,3.6401488095210026,Thompson Sampling
516,3,3.8590396446371305,Thompson Sampling
517,3,5.04676064462311,Thompson Sampling
518,3,4.422656749276882,Thompson Sampling
519,3,5.540087136072647,Thompson Sampling
520,3,3.559189528537609,Thompson Sampling
521,3,4.0762327740503395,Thompson Sampling
522,3,5.6025064631109105,Thompson Sampling
523,3,4.8184223000210515,Thompson Sampling
524,3,4.4533970267786875,Thompson Sampling
525,3,3.6067038651789116,Thompson Sampling
526,3,5.09429491719887,Thompson Sampling
527,3,3.511533716911003,Thompson Sampling
528,3,4.466528085396337,Thompson Sampling
529,3,1.2340140764706908,Thompson Sampling
530,3,4.247712373315335,Thompson Sampling
531,3,3.8657758527050547,Thompson Sampling
532,3,2.8313646730361155,Thompson Sampling
533,3,4.241299310185675,Thompson Sampling
534,3,4.72196873264699,Thompson Sampling
535,3,5.191932993890683,Thompson Sampling
536,3,4.263180326390943,Thompson Sampling
537,3,2.034306569489827,Thompson Sampling
538,3,3.933825370672006,Thompson Sampling
539,3,4.687962972306185,Thompson Sampling
540,3,2.6659918364841824,Thompson Sampling
541,3,5.127185485840649,Thompson Sampling
542,3,4.406579200318265,Thompson Sampling
543,3,3.948631673826829,Thompson Sampling
544,3,5.039378703466539,Thompson Sampling
545,3,2.894122670158498,Thompson Sampling
546,3,4.608176434397525,Thompson Sampling
547,3,3.205638814347183,Thompson Sampling
548,3,5.63836542282996,Thompson Sampling
549,3,3.7512181192109124,Thompson Sampling
550,3,5.430064815527906,Thompson Sampling
551,3,3.8975837444099684,Thompson Sampling
552,3,4.055011650578502,Thompson Sampling
553,3,4.870474645556314,Thompson Sampling
554,3,5.234156115959852,Thompson Sampling
555,3,1.9938189826020958,Thompson Sampling
556,3,4.388648598378233,Thompson Sampling
557,3,4.93619281276637,Thompson Sampling
558,3,2.188609712622384,Thompson Sampling
559,3,3.3900853931526527,Thompson Sampling
560,3,2.1477690486799084,Thompson Sampling
561,3,4.399543492193846,Thompson Sampling
562,3,3.676314493475564,Thompson Sampling
563,3,3.76863792808108,Thompson Sampling
564,3,5.37254809807295,Thompson Sampling
565,3,4.566126840508547,Thompson Sampling
566,3,3.3127818272652862,Thompson Sampling
567,3,5.444066309852612,Thompson Sampling
568,3,4.371911127191275,Thompson Sampling
569,3,4.176260847471681,Thompson Sampling
570,3,3.9737234517850912,Thompson Sampling
571,3,3.62495565455554,Thompson Sampling
572,3,4.9770601110635715,Thompson Sampling
573,3,2.7437615160693785,Thompson Sampling
574,3,4.097779566654251,Thompson Sampling
575,3,4.350568895212043,Thompson Sampling
576,3,3.1982656470594852,Thompson Sampling
577,3,5.476562187121061,Thompson Sampling
578,3,3.314404175563535,Thompson Sampling
579,3,4.796499967583909,Thompson Sampling
580,3,3.5999921108559962,Thompson Sampling
581,3,4.074222093136034,Thompson Sampling
582,3,2.332920226721383,Thompson Sampling
583,3,4.749882892994514,Thompson Sampling
584,3,4.154003013692113,Thompson Sampling
585,3,4.427036500266308,Thompson Sampling
586,3,4.410181556903056,Thompson Sampling
587,3,5.37215607764643,Thompson Sampling
588,3,2.653475477915231,Thompson Sampling
589,3,4.420758522292803,Thompson Sampling
590,3,3.981255043079786,Thompson Sampling
591,3,4.63466595101245,Thompson Sampling
592,3,5.297455015019073,Thompson Sampling
593,3,4.163689038885583,Thompson Sampling
594,3,3.27190031422375,Thompson Sampling
595,3,3.1213299514292077,Thompson Sampling
596,3,3.8280733416161308,Thompson Sampling
597,3,2.9052256076521097,Thompson Sampling
598,3,3.605445948077631,Thompson Sampling
599,3,4.931989080536093,Thompson Sampling
600,3,4.246850543358583,Thompson Sampling
601,3,4.386864162238106,Thompson Sampling
602,3,2.7976269008285195,Thompson Sampling
603,3,3.692507939735208,Thompson Sampling
604,3,6.2130649702045595,Thompson Sampling
605,3,4.552703570980524,Thompson Sampling
606,3,3.5811913235818094,Thompson Sampling
607,3,5.31198354279274,Thompson Sampling
608,3,2.8684300989377456,Thompson Sampling
609,3,3.8959428956027993,Thompson Sampling
610,3,4.995676684936956,Thompson Sampling
611,3,4.361691851596898,Thompson Sampling
612,3,4.0157221199569415,Thompson Sampling
613,3,4.973234813965173,Thompson Sampling
614,3,3.500242243422175,Thompson Sampling
615,3,3.251364292138054,Thompson Sampling
616,3,3.8602087626509163,Thompson Sampling
617,3,3.7597621272771673,Thompson Sampling
618,3,4.476884554289552,Thompson Sampling
619,3,4.442490165383203,Thompson Sampling
620,3,5.091149012754844,Thompson Sampling
621,3,4.64271357252741,Thompson Sampling
622,3,4.244582950405234,Thompson Sampling
623,3,4.4009852126808395,Thompson Sampling
624,3,5.750319347458731,Thompson Sampling
625,3,4.101591298709436,Thompson Sampling
626,3,2.7378749018852706,Thompson Sampling
627,3,5.564885856671785,Thompson Sampling
628,3,4.051263573418199,Thompson Sampling
629,3,4.472484756783903,Thompson Sampling
630,3,3.6128505869021206,Thompson Sampling
631,3,5.007420037116716,Thompson Sampling
632,3,5.1600825515517785,Thompson Sampling
633,3,4.3515586405226445,Thompson Sampling
634,3,5.299360170093909,Thompson Sampling
635,3,3.472376797749347,Thompson Sampling
636,3,4.869107951300755,Thompson Sampling
637,3,2.1580346299041056,Thompson Sampling
638,3,3.834737238885041,Thompson Sampling
639,3,4.835377043861516,Thompson Sampling
640,3,4.469318644016457,Thompson Sampling
641,3,3.468705430645173,Thompson Sampling
642,3,3.5104005969632204,Thompson Sampling
643,3,5.097514512078099,Thompson Sampling
644,3,6.720769299143772,Thompson Sampling
645,3,3.4998362504481464,Thompson Sampling
646,3,2.784224099818487,Thompson Sampling
647,3,2.5300748746198387,Thompson Sampling
648,3,4.643467907300844,Thompson Sampling
649,3,5.2670282772629005,Thompson Sampling
650,3,3.754890515603543,Thompson Sampling
651,3,1.240844519412566,Thompson Sampling
652,3,3.663279181078491,Thompson Sampling
